,col_name,feature_importance_vals
9649,TGFBR2,0.00010086523926964639
8605,SHC3,0.00010054029796632536
6133,NDUFAB1,0.00010018295690595271
4630,ITGB5,0.00010015231256812302
2651,DOCK5,0.00010006133831246608
1996,CNOT4,9.996693702786475e-05
4158,HIST1H2AL,9.975006220070799e-05
2793,ECHS1,9.955216481763237e-05
2401,DCTN1,9.952264477900687e-05
6173,NEIL1,9.94739800620874e-05
6462,NUPL2,9.942324629369418e-05
9642,TGFA,9.937279219361e-05
8099,RPL19,9.919485208167945e-05
1870,CHUK,9.918745130859791e-05
7869,RELB,9.890836367608595e-05
6082,NCF1,9.887213100053206e-05
7790,RBCK1,9.86474253850097e-05
5413,MAPK13,9.861703113336681e-05
8417,SEC16B,9.85962009915161e-05
4957,LAMB2,9.858192656093496e-05
6556,OXA1L,9.843904442207601e-05
7361,PRKAR2B,9.831614139207326e-05
8167,RPS25,9.82488301378208e-05
1337,CACNA1D,9.801101265950889e-05
792,ATP6V0B,9.78327577233638e-05
9437,TAB3,9.780092160947509e-05
2137,CR1,9.778990668219369e-05
8102,RPL22L1,9.77872550108189e-05
4441,IKBKB,9.77616905922437e-05
6084,NCF4,9.772787469466073e-05
